Age,Gender,District,Region,Location Type,Customer Type,Employment Status,Income Level,Education Level,Tenure,Balance,Credit Score,Outstanding Loans,Num Of Products,Mobile Banking Usage,Number of Transactions per Month,Num Of Complaints,Proximity to Nearest Branch or ATM (km),Mobile Network Quality,Owns Mobile Phone
69,Male,Ntcheu,Central,Semi Urban,Corporate,Not Employed,52149,Secondary,26,2381174,605,2196700,7,Yes,13,10,12.6,Good,No
91,Female,Blantyre,Southern,Urban,Corporate,Employed,123283,Primary,20,1320336,350,1028957,6,Yes,15,5,1.5,Fair,No
40,Female,Nkhata Bay,Northern,Urban,Corporate,Employed,1058135,Tertiary,24,3142630,790,1204461,2,No,18,5,2.8,Good,Yes
77,Male,Mangochi,Southern,Urban,Corporate,Not Employed,70002,Primary,19,2925824,755,1697554,4,Yes,10,10,4.5,Good,Yes
71,Male,Mwanza,Southern,Urban,Corporate,Employed,520810,Secondary,11,2256407,776,1694826,6,No,10,2,2.1,Good,Yes
87,Female,Mulanje,Southern,Urban,Corporate,Employed,222467,Primary,16,853577,682,2194822,1,Yes,20,4,4.9,Good,Yes
35,Female,Karonga,Northern,Urban,Corporate,Self Employed,761037,Secondary,16,3074460,321,2134486,4,Yes,12,5,4.8,Fair,Yes
45,Female,Lilongwe,Central,Urban,SME,Employed,957343,Secondary,1,3303492,710,151651,4,Yes,18,2,4.4,Good,Yes
67,Male,Thyolo,Southern,Urban,SME,Employed,197399,Secondary,23,2915379,660,115030,7,Yes,15,3,2.8,Good,Yes
58,Female,Chitipa,Northern,Semi Urban,SME,Self Employed,2053774,Tertiary,14,3598256,839,1633390,6,Yes,6,2,8.6,Fair,Yes
58,Male,Mchinji,Central,Semi Urban,Corporate,Self Employed,776441,Secondary,15,3307719,308,759349,1,Yes,7,4,13.0,Poor,Yes
34,Female,Dedza,Central,Semi Urban,Corporate,Employed,334032,Secondary,19,1353647,624,2101295,6,No,13,3,8.3,Good,Yes
66,Female,Chiradzulu,Southern,Semi Urban,Corporate,Self Employed,1169918,Tertiary,11,1726673,510,1886058,7,Yes,7,4,13.6,Fair,No
88,Male,Kasungu,Central,Semi Urban,Corporate,Self Employed,858655,Secondary,11,1125013,663,83025,7,Yes,10,4,10.1,Good,No
66,Female,Ntcheu,Central,Urban,Corporate,Self Employed,52711,Primary,25,2977855,699,1346849,3,Yes,14,10,4.3,Good,Yes
47,Male,Zomba,Southern,Urban,SME,Self Employed,746257,Secondary,24,2612556,654,1223928,1,Yes,14,5,2.6,Fair,Yes
47,Female,Chikwawa,Southern,Semi Urban,Corporate,Employed,728580,Secondary,30,1257672,455,928423,1,Yes,5,2,5.6,Poor,Yes
64,Male,Salima,Central,Urban,Corporate,Employed,397190,Secondary,1,367316,698,721297,1,Yes,13,3,2.5,Good,Yes
27,Male,Rumphi,Northern,Semi Urban,Corporate,Self Employed,1867190,Tertiary,7,2388424,845,1309296,3,Yes,10,2,10.8,Fair,Yes
60,Male,Ntcheu,Central,Urban,SME,Self Employed,446301,Secondary,15,2674945,783,1666888,4,Yes,15,5,4.1,Good,Yes
81,Female,Dowa,Central,Urban,Corporate,Employed,824029,Tertiary,19,2703312,849,1872114,3,No,13,1,3.4,Good,Yes
38,Male,Nkhata Bay,Northern,Semi Urban,Corporate,Self Employed,672218,Secondary,15,2362016,504,1196154,2,Yes,15,1,5.4,Fair,Yes
64,Female,Chitipa,Northern,Semi Urban,Corporate,Self Employed,163815,Primary,15,3242183,455,1727812,2,Yes,12,1,14.4,Good,Yes
69,Male,Lilongwe,Central,Semi Urban,Corporate,Employed,244384,Primary,27,1733811,410,1481983,6,Yes,6,2,5.2,Fair,Yes
23,Male,Thyolo,Southern,Urban,Corporate,Employed,141004,Primary,12,1605496,602,421758,2,Yes,12,1,4.2,Fair,Yes
62,Male,Kasungu,Central,Urban,SME,Employed,894136,Secondary,1,3663615,686,842160,4,Yes,14,4,1.8,Good,Yes
59,Female,Mulanje,Southern,Semi Urban,Corporate,Employed,1027202,Tertiary,22,903074,829,1358995,1,Yes,7,1,5.1,Fair,Yes
30,Female,Dowa,Central,Semi Urban,SME,Employed,182707,Primary,2,1249471,824,1319039,7,Yes,13,3,7.8,Fair,Yes
46,Female,Zomba,Southern,Urban,SME,Employed,113640,Primary,24,2063977,657,380883,2,Yes,14,2,1.6,Good,Yes
60,Female,Rumphi,Northern,Urban,SME,Employed,2058192,Tertiary,3,1057108,728,1370795,3,Yes,12,5,4.1,Fair,Yes
58,Male,Mzimba,Northern,Urban,Corporate,Self Employed,159824,Primary,9,1085318,679,1756526,7,No,13,1,2.0,Fair,Yes
72,Female,Phalombe,Southern,Urban,Corporate,Not Employed,79116,Primary,21,2673500,622,2010675,7,Yes,20,9,3.8,Good,Yes
70,Male,Thyolo,Southern,Semi Urban,Corporate,Employed,222026,Primary,25,1968918,466,1097385,5,Yes,6,5,8.5,Fair,Yes
88,Female,Dowa,Central,Urban,SME,Self Employed,272515,Primary,18,2488992,711,1234644,7,Yes,15,4,2.4,Good,Yes
51,Male,Mulanje,Southern,Urban,Corporate,Self Employed,131772,Primary,14,312670,647,1188640,7,Yes,14,1,3.1,Good,Yes
65,Female,Phalombe,Southern,Urban,SME,Employed,288057,Primary,26,1346654,625,286685,4,Yes,10,1,2.3,Good,Yes
25,Female,Kasungu,Central,Urban,Corporate,Self Employed,336553,Secondary,5,1493590,711,157764,4,Yes,12,3,2.0,Good,Yes
82,Female,Mwanza,Southern,Semi Urban,Corporate,Employed,176496,Primary,2,1786430,658,2034443,1,No,8,3,9.5,Fair,Yes
44,Male,Nkhata Bay,Northern,Semi Urban,Corporate,Employed,169491,Secondary,14,3361943,375,2185198,5,Yes,7,5,6.1,Good,Yes
29,Female,Mwanza,Southern,Semi Urban,Corporate,Employed,1417460,Tertiary,20,3431592,713,655406,1,Yes,14,5,7.1,Good,Yes
64,Male,Mulanje,Southern,Urban,Corporate,Self Employed,982628,Secondary,6,1851615,794,1794822,6,No,16,4,2.8,Good,Yes
71,Female,Nkhata Bay,Northern,Urban,SME,Self Employed,543286,Secondary,3,2937786,791,1586348,3,Yes,16,3,3.2,Good,Yes
35,Male,Blantyre,Southern,Urban,Corporate,Employed,229067,Primary,13,798650,803,1453269,1,Yes,16,5,1.7,Good,Yes
58,Female,Phalombe,Southern,Urban,Corporate,Employed,1200972,Tertiary,15,3065128,328,1663589,4,Yes,14,1,1.9,Fair,Yes
56,Female,Dedza,Central,Semi Urban,SME,Employed,118971,Primary,23,2815329,842,2031689,2,Yes,8,4,10.5,Fair,Yes
38,Female,Neno,Southern,Semi Urban,Corporate,Self Employed,87282,Primary,18,3392728,629,1349517,4,Yes,6,8,7.7,Good,Yes
21,Male,Chiradzulu,Southern,Semi Urban,Corporate,Employed,2307249,Tertiary,1,1319007,623,1905471,7,Yes,5,2,11.6,Good,Yes
48,Female,Phalombe,Southern,Semi Urban,Corporate,Employed,744716,Secondary,28,2105757,412,1364138,7,Yes,14,4,8.7,Good,Yes
83,Female,Mulanje,Southern,Semi Urban,SME,Self Employed,164806,Secondary,5,2221025,618,1827835,6,Yes,6,5,7.0,Fair,Yes
76,Male,Ntchisi,Central,Urban,Corporate,Employed,276698,Secondary,26,3392077,472,1499614,3,Yes,14,5,1.9,Fair,Yes
54,Female,Karonga,Northern,Urban,Corporate,Self Employed,2359015,Tertiary,10,3103289,540,493721,5,Yes,12,5,2.0,Good,Yes
57,Male,Mzimba,Northern,Urban,Corporate,Employed,1431280,Tertiary,17,1300982,578,1156199,3,Yes,20,3,2.1,Good,Yes
53,Male,Karonga,Northern,Urban,SME,Employed,475610,Secondary,16,2717810,631,212314,6,Yes,19,3,4.2,Good,Yes
93,Male,Mulanje,Southern,Urban,SME,Employed,753833,Secondary,5,1712359,824,650839,7,Yes,12,4,3.2,Fair,Yes
33,Male,Lilongwe,Central,Urban,Corporate,Self Employed,1484399,Tertiary,10,2925457,652,59556,6,Yes,16,5,4.1,Good,Yes
81,Male,Ntcheu,Central,Semi Urban,Corporate,Employed,662391,Secondary,24,2146474,777,577184,5,No,11,1,7.1,Good,Yes
40,Female,Nkhotakota,Central,Urban,Corporate,Employed,1180586,Tertiary,11,2691484,335,625154,4,Yes,13,1,4.3,Good,Yes
30,Male,Mzimba,Northern,Urban,Corporate,Employed,514450,Secondary,3,3305502,347,684710,5,Yes,18,4,4.9,Fair,Yes
52,Female,Chikwawa,Southern,Semi Urban,Corporate,Employed,1018824,Tertiary,12,1675617,335,976724,5,Yes,7,5,12.1,Fair,Yes
93,Male,Blantyre,Southern,Urban,Corporate,Employed,164422,Primary,10,1823088,519,801292,1,Yes,19,3,4.2,Good,Yes
91,Female,Karonga,Northern,Urban,Corporate,Employed,710111,Tertiary,28,2562206,588,1145622,7,Yes,20,1,1.4,Fair,Yes
78,Female,Salima,Central,Semi Urban,Corporate,Employed,598925,Tertiary,15,2567697,444,1277892,2,Yes,10,1,9.3,Good,No
47,Female,Balaka,Southern,Urban,Corporate,Employed,277220,Secondary,18,2468741,532,379158,1,Yes,19,2,0.9,Good,Yes
52,Male,Nkhotakota,Central,Urban,Corporate,Employed,2030847,Tertiary,23,310178,835,475288,4,Yes,14,1,2.8,Fair,Yes
87,Female,Phalombe,Southern,Urban,Corporate,Not Employed,23163,Secondary,13,1488856,729,1279386,6,Yes,16,6,1.9,Good,Yes
53,Female,Mangochi,Southern,Urban,SME,Employed,262564,Secondary,6,2070079,768,159481,2,Yes,15,3,1.4,Good,Yes
84,Female,Thyolo,Southern,Urban,Corporate,Self Employed,723490,Secondary,19,2554610,487,677381,2,Yes,12,1,2.2,Fair,Yes
47,Female,Balaka,Southern,Semi Urban,SME,Employed,654389,Tertiary,8,2907135,697,1014848,3,Yes,9,4,10.7,Fair,Yes
73,Male,Karonga,Northern,Semi Urban,SME,Employed,664333,Secondary,5,3600144,846,1342537,7,Yes,14,2,6.8,Fair,No
96,Female,Mwanza,Southern,Urban,Corporate,Self Employed,115459,Primary,26,648808,712,717407,2,Yes,10,2,3.4,Good,Yes
78,Male,Likoma,Northern,Urban,SME,Employed,140831,Primary,23,1982718,617,595554,2,Yes,12,4,3.8,Good,Yes
48,Female,Neno,Southern,Urban,Corporate,Employed,523785,Tertiary,10,2010333,567,1428943,5,Yes,15,4,2.1,Good,Yes
66,Male,Kasungu,Central,Urban,Corporate,Self Employed,889547,Secondary,21,3676997,302,364339,1,Yes,13,3,1.0,Good,Yes
64,Male,Mangochi,Southern,Urban,SME,Employed,2399616,Tertiary,13,3451414,702,136994,5,Yes,19,1,0.9,Good,Yes
70,Female,Nkhata Bay,Northern,Urban,Corporate,Self Employed,763084,Secondary,25,1466528,573,1043641,6,Yes,18,2,3.8,Fair,Yes
44,Female,Phalombe,Southern,Urban,Corporate,Employed,271865,Primary,15,72488,753,499861,2,Yes,11,1,1.5,Good,Yes
71,Male,Lilongwe,Central,Semi Urban,Corporate,Self Employed,494923,Secondary,18,1315690,381,391447,4,Yes,12,3,10.2,Good,Yes
79,Male,Blantyre,Southern,Urban,Corporate,Self Employed,973716,Secondary,5,1166622,558,1503537,4,Yes,11,1,2.8,Good,Yes
43,Female,Dowa,Central,Urban,Corporate,Self Employed,466620,Secondary,11,1291548,529,1222992,1,Yes,17,2,4.0,Good,Yes
65,Male,Dowa,Central,Urban,Corporate,Employed,203282,Primary,17,2002787,413,314385,4,Yes,15,3,1.0,Good,Yes
57,Female,Dedza,Central,Urban,SME,Employed,510640,Secondary,2,2581367,701,1958380,6,Yes,15,3,4.8,Poor,Yes
20,Male,Lilongwe,Central,Urban,Corporate,Employed,604725,Secondary,1,3737410,699,251339,2,Yes,15,2,1.5,Fair,Yes
61,Male,Balaka,Southern,Semi Urban,Corporate,Employed,484571,Secondary,9,736730,829,147399,4,Yes,12,3,14.3,Poor,Yes
77,Male,Chiradzulu,Southern,Semi Urban,Corporate,Self Employed,992082,Secondary,16,1636549,684,1835420,7,No,6,5,11.6,Good,No
79,Male,Dedza,Central,Semi Urban,Corporate,Employed,984440,Secondary,28,931438,814,190044,7,Yes,12,1,12.0,Fair,Yes
30,Female,Chitipa,Northern,Semi Urban,Corporate,Not Employed,98185,Primary,18,2271367,704,1953950,5,Yes,9,10,12.6,Poor,No
33,Female,Mulanje,Southern,Urban,SME,Self Employed,769323,Secondary,13,1110423,648,1878055,5,Yes,16,1,1.7,Good,Yes
16,Female,Neno,Southern,Urban,Corporate,Employed,158525,Primary,27,1891200,667,1585735,7,Yes,16,4,2.7,Good,Yes
86,Female,Nsanje,Southern,Urban,SME,Self Employed,104655,Primary,2,1278329,663,1600784,5,Yes,15,3,1.3,Good,Yes
54,Female,Mwanza,Southern,Semi Urban,SME,Employed,259448,Secondary,14,1871081,764,1744000,2,Yes,15,2,14.7,Fair,Yes
80,Male,Mzimba,Northern,Urban,Corporate,Employed,775435,Secondary,11,1069399,505,874164,6,Yes,14,2,4.5,Good,Yes
67,Female,Mchinji,Central,Urban,Corporate,Self Employed,1660117,Tertiary,16,3578812,510,198248,6,Yes,19,1,0.6,Good,Yes
42,Male,Dowa,Central,Semi Urban,Corporate,Employed,280840,Primary,22,615546,616,1498752,5,Yes,7,3,5.6,Good,Yes
37,Male,Phalombe,Southern,Semi Urban,Corporate,Employed,249846,Primary,5,574438,779,1390954,5,Yes,7,2,8.8,Fair,Yes
39,Female,Ntcheu,Central,Urban,Corporate,Employed,546742,Secondary,5,1033264,490,892203,2,Yes,11,1,2.0,Good,No
24,Male,Ntcheu,Central,Semi Urban,Corporate,Employed,307841,Secondary,4,2691899,768,155099,6,Yes,12,4,10.6,Fair,Yes
92,Female,Mulanje,Southern,Semi Urban,Corporate,Employed,197323,Primary,20,1900825,419,1085532,7,Yes,11,1,11.1,Poor,No
34,Male,Mangochi,Southern,Urban,SME,Employed,701434,Secondary,18,2349288,633,264974,6,Yes,12,3,3.4,Fair,Yes
46,Male,Nsanje,Southern,Urban,Corporate,Employed,63720,Primary,28,1602451,690,217217,2,Yes,12,6,3.4,Fair,Yes
76,Female,Mwanza,Southern,Semi Urban,Corporate,Self Employed,833906,Secondary,1,3746378,346,1066916,6,Yes,13,4,10.6,Fair,Yes
92,Male,Nsanje,Southern,Urban,Corporate,Self Employed,435054,Secondary,9,2687669,502,623481,3,Yes,13,4,3.9,Fair,Yes
54,Female,Nkhata Bay,Northern,Semi Urban,Corporate,Employed,176156,Primary,1,1673783,847,751819,7,No,11,4,6.7,Poor,Yes
31,Female,Mwanza,Southern,Urban,SME,Employed,110819,Primary,6,2834659,721,1771478,6,Yes,14,2,3.1,Good,Yes
45,Female,Phalombe,Southern,Urban,SME,Self Employed,2081662,Tertiary,19,2309944,834,1496204,3,Yes,14,2,2.2,Good,Yes
52,Male,Lilongwe,Central,Semi Urban,Corporate,Employed,907252,Secondary,27,2690201,425,1590083,6,Yes,13,3,8.9,Fair,Yes
16,Female,Mwanza,Southern,Urban,Corporate,Self Employed,222552,Primary,3,1851661,633,241627,7,Yes,18,1,3.1,Poor,Yes
53,Female,Nkhotakota,Central,Semi Urban,SME,Employed,631922,Secondary,24,1340842,787,1993411,1,Yes,9,4,14.3,Fair,Yes
34,Female,Dowa,Central,Urban,SME,Employed,959228,Secondary,10,1672649,604,1486812,3,Yes,10,1,3.9,Good,Yes
47,Female,Ntcheu,Central,Semi Urban,Corporate,Employed,976510,Secondary,21,2446546,398,403523,4,Yes,7,5,9.0,Fair,Yes
54,Female,Likoma,Northern,Urban,SME,Self Employed,980888,Tertiary,10,1211711,768,1333508,4,Yes,19,2,1.3,Good,Yes
60,Male,Likoma,Northern,Semi Urban,Corporate,Employed,1562357,Tertiary,14,2928607,417,1471515,2,Yes,15,3,13.8,Fair,Yes
79,Male,Machinga,Southern,Urban,SME,Employed,671591,Secondary,14,3159950,726,1777826,4,Yes,10,3,2.2,Fair,Yes
68,Female,Chikwawa,Southern,Semi Urban,Corporate,Employed,598787,Secondary,13,1106255,372,529280,3,Yes,10,1,9.1,Good,Yes
74,Male,Nkhotakota,Central,Semi Urban,SME,Employed,1386818,Tertiary,22,1941254,692,1919696,2,Yes,12,2,7.2,Poor,Yes
45,Female,Chikwawa,Southern,Urban,Corporate,Employed,302851,Secondary,24,27401,800,2015755,2,Yes,12,5,4.7,Poor,Yes
64,Male,Kasungu,Central,Urban,Corporate,Employed,505212,Secondary,15,1096530,371,1287102,7,Yes,12,2,4.8,Fair,Yes
43,Female,Chiradzulu,Southern,Semi Urban,Corporate,Employed,232494,Secondary,17,636204,686,1816031,3,Yes,11,5,7.3,Good,Yes
66,Female,Salima,Central,Semi Urban,Corporate,Self Employed,2289741,Tertiary,18,1943334,404,1221597,3,Yes,12,5,7.8,Fair,Yes
69,Male,Nsanje,Southern,Urban,SME,Self Employed,273564,Primary,15,2164731,623,1135539,4,Yes,11,2,2.8,Fair,Yes
34,Male,Phalombe,Southern,Urban,Corporate,Self Employed,733661,Secondary,6,2229399,519,1004247,3,Yes,16,1,1.1,Good,Yes
36,Female,Neno,Southern,Urban,SME,Self Employed,421642,Secondary,16,1520016,654,1330198,4,Yes,17,1,5.0,Good,Yes
59,Male,Ntchisi,Central,Semi Urban,Corporate,Employed,1621542,Tertiary,2,3723720,498,2004191,3,Yes,11,3,10.2,Fair,Yes
51,Female,Rumphi,Northern,Urban,Corporate,Self Employed,204505,Primary,30,1597776,850,457858,3,No,10,4,2.8,Good,Yes
67,Male,Mulanje,Southern,Urban,Corporate,Employed,226444,Primary,8,2229682,528,943390,7,Yes,12,4,3.3,Good,Yes
53,Male,Lilongwe,Central,Semi Urban,Corporate,Employed,215914,Secondary,18,1241296,489,948501,4,Yes,7,3,6.1,Fair,Yes
51,Male,Rumphi,Northern,Urban,Corporate,Employed,1664694,Tertiary,10,1381659,578,1904580,1,Yes,11,3,0.5,Good,Yes
65,Female,Blantyre,Southern,Urban,Corporate,Employed,275491,Primary,11,2371183,591,134765,7,Yes,14,3,4.7,Good,Yes
95,Female,Thyolo,Southern,Semi Urban,Corporate,Employed,596698,Secondary,17,1577348,508,1612565,7,Yes,10,5,5.3,Fair,No
38,Male,Mzimba,Northern,Semi Urban,Corporate,Self Employed,198266,Primary,15,2044967,366,2112860,5,Yes,8,5,8.1,Fair,Yes
38,Male,Nkhotakota,Central,Urban,Corporate,Employed,999879,Secondary,1,3685067,688,4691,6,Yes,13,3,4.0,Good,Yes
79,Male,Nkhotakota,Central,Urban,SME,Employed,297507,Primary,23,3792105,682,1947632,3,Yes,14,4,2.0,Good,Yes
84,Male,Mzimba,Northern,Urban,Corporate,Employed,141307,Primary,18,3136885,376,1640253,1,Yes,14,5,5.0,Fair,Yes
62,Male,Blantyre,Southern,Semi Urban,Corporate,Employed,1908740,Tertiary,16,1221295,444,782050,2,Yes,10,4,6.7,Fair,Yes
56,Female,Dowa,Central,Semi Urban,Corporate,Self Employed,743008,Secondary,30,2045708,523,977746,3,Yes,6,2,7.9,Good,No
41,Female,Mangochi,Southern,Urban,Corporate,Self Employed,902523,Secondary,26,2218793,546,1075454,4,Yes,10,3,2.6,Good,Yes
37,Male,Dowa,Central,Urban,Corporate,Employed,458486,Secondary,2,2938623,488,1709549,7,Yes,10,4,1.6,Good,Yes
95,Female,Machinga,Southern,Urban,SME,Employed,258703,Primary,28,2000918,841,2023750,6,Yes,18,2,4.0,Good,Yes
53,Female,Neno,Southern,Semi Urban,Corporate,Not Employed,49682,Secondary,6,3512930,801,1034214,3,Yes,12,6,13.2,Poor,Yes
35,Male,Salima,Central,Urban,Corporate,Employed,481745,Secondary,13,1286989,647,1040703,7,No,13,2,3.6,Poor,Yes
47,Female,Blantyre,Southern,Urban,SME,Self Employed,164527,Secondary,15,3290237,668,1626217,5,Yes,18,1,2.1,Poor,Yes
68,Female,Nkhotakota,Central,Urban,Corporate,Self Employed,445053,Secondary,25,1293399,541,968250,4,Yes,16,4,2.5,Good,Yes
43,Male,Karonga,Northern,Urban,SME,Employed,288343,Secondary,28,1351279,764,2047168,1,Yes,19,2,1.0,Good,Yes
85,Female,Nkhata Bay,Northern,Urban,Corporate,Employed,292541,Primary,4,2076437,342,1234190,3,Yes,10,2,0.9,Good,Yes
70,Male,Mzimba,Northern,Urban,SME,Employed,542255,Tertiary,3,3485028,672,108235,2,Yes,14,1,2.6,Good,Yes
72,Male,Karonga,Northern,Urban,Corporate,Employed,2109503,Tertiary,10,98421,839,958280,3,Yes,12,3,3.4,Fair,Yes
37,Male,Neno,Southern,Urban,SME,Employed,523822,Secondary,11,2868358,664,138348,6,Yes,10,5,4.7,Good,Yes
46,Female,Lilongwe,Central,Semi Urban,Corporate,Employed,266256,Primary,7,2407390,788,1729473,3,No,6,1,10.7,Fair,Yes
44,Female,Neno,Southern,Urban,SME,Employed,173549,Secondary,20,1143043,848,1418922,4,Yes,16,2,2.6,Good,Yes
60,Female,Blantyre,Southern,Urban,Corporate,Self Employed,191053,Primary,8,3413827,330,1616029,3,Yes,14,2,5.0,Fair,Yes
67,Female,Likoma,Northern,Urban,SME,Employed,1782301,Tertiary,21,3367501,769,1614884,6,Yes,17,5,3.5,Good,Yes
77,Female,Blantyre,Southern,Urban,SME,Employed,129536,Primary,26,1127483,725,1999811,5,Yes,18,1,4.2,Good,Yes
87,Male,Nkhotakota,Central,Urban,Corporate,Employed,903332,Secondary,1,233250,817,385598,2,Yes,14,2,3.4,Good,Yes
57,Female,Phalombe,Southern,Urban,SME,Employed,293934,Primary,2,2918119,840,803450,7,Yes,20,1,1.2,Good,Yes
89,Male,Nsanje,Southern,Urban,Corporate,Employed,753512,Secondary,24,3036653,678,738393,5,No,14,3,4.2,Good,Yes
77,Male,Mwanza,Southern,Semi Urban,SME,Employed,158847,Primary,9,1187796,800,178666,2,Yes,12,4,14.0,Poor,Yes
47,Female,Blantyre,Southern,Semi Urban,Corporate,Employed,1023706,Tertiary,25,2207407,302,1366345,2,Yes,11,2,13.3,Fair,Yes
92,Female,Mangochi,Southern,Urban,Corporate,Employed,652334,Tertiary,3,770074,693,252368,6,Yes,11,4,3.2,Good,Yes
64,Female,Dedza,Central,Semi Urban,Corporate,Not Employed,67411,Primary,3,2412346,754,424502,1,Yes,10,8,13.7,Fair,Yes
36,Male,Chitipa,Northern,Semi Urban,Corporate,Self Employed,554073,Secondary,4,3383866,376,2064643,6,Yes,8,5,7.2,Fair,Yes
91,Male,Karonga,Northern,Urban,SME,Employed,1184643,Tertiary,4,3017479,724,482599,6,Yes,17,4,4.3,Fair,Yes
51,Female,Lilongwe,Central,Urban,Corporate,Employed,387279,Secondary,6,3559877,527,577660,4,Yes,10,2,3.1,Fair,Yes
33,Female,Neno,Southern,Semi Urban,SME,Employed,184606,Primary,7,1165298,803,1574776,2,Yes,10,3,9.3,Good,Yes
30,Male,Mchinji,Central,Urban,SME,Self Employed,600218,Secondary,5,3140434,686,422497,6,Yes,12,5,3.0,Good,Yes
37,Male,Rumphi,Northern,Semi Urban,Corporate,Not Employed,24127,Tertiary,10,1076729,728,2104101,2,Yes,7,10,13.7,Good,Yes
83,Male,Nsanje,Southern,Urban,Corporate,Self Employed,56738,Primary,11,2514466,609,1720869,5,Yes,20,10,4.6,Good,Yes
35,Male,Thyolo,Southern,Urban,Corporate,Employed,708649,Secondary,30,68241,833,1886378,5,Yes,10,3,3.6,Fair,Yes
66,Male,Mchinji,Central,Semi Urban,Corporate,Employed,179632,Primary,4,3786340,593,642859,2,Yes,10,4,8.1,Fair,Yes
41,Male,Lilongwe,Central,Urban,Corporate,Employed,641287,Secondary,18,2256658,589,218484,7,Yes,12,4,3.6,Fair,Yes
69,Female,Ntcheu,Central,Semi Urban,Corporate,Self Employed,164080,Primary,8,1058389,767,476860,2,No,11,2,11.4,Good,Yes
61,Female,Dedza,Central,Semi Urban,SME,Employed,804936,Secondary,23,1629698,809,364482,1,Yes,15,2,13.9,Poor,Yes
60,Male,Chiradzulu,Southern,Urban,Corporate,Employed,2346633,Tertiary,14,2405832,351,170545,2,Yes,12,1,0.7,Good,Yes
79,Female,Dedza,Central,Urban,Corporate,Self Employed,286345,Secondary,4,2176083,300,1990939,5,Yes,12,5,4.6,Good,Yes
83,Female,Chitipa,Northern,Semi Urban,Corporate,Employed,197052,Primary,12,3524398,520,2074118,5,Yes,6,1,8.6,Poor,Yes
54,Female,Dedza,Central,Urban,SME,Employed,568545,Secondary,21,2950133,709,1785468,5,Yes,13,3,4.9,Good,Yes
90,Female,Lilongwe,Central,Semi Urban,Corporate,Employed,105260,Primary,24,1454364,759,1552246,7,No,13,4,11.6,Fair,Yes
57,Male,Nkhata Bay,Northern,Urban,SME,Self Employed,773700,Secondary,6,3782550,783,258623,3,Yes,11,3,2.4,Good,Yes
35,Female,Neno,Southern,Semi Urban,Corporate,Self Employed,933432,Secondary,5,1816385,776,830227,6,No,8,3,10.5,Fair,Yes
52,Female,Ntchisi,Central,Semi Urban,SME,Self Employed,715482,Secondary,8,2523723,734,1313406,5,Yes,8,2,12.8,Fair,Yes
95,Male,Nkhata Bay,Northern,Rural,Corporate,Employed,711691,Tertiary,12,3331654,744,1029904,5,Yes,5,4,14.4,Fair,Yes
75,Male,Dowa,Central,Urban,Corporate,Employed,657287,Tertiary,19,3144239,414,346118,3,Yes,19,3,3.0,Good,Yes
75,Female,Kasungu,Central,Urban,Corporate,Employed,640813,Secondary,22,3675170,374,630799,6,Yes,16,3,2.2,Good,Yes
78,Male,Ntchisi,Central,Semi Urban,Corporate,Employed,816018,Secondary,13,2236401,677,519773,4,No,11,4,13.1,Fair,Yes
88,Female,Blantyre,Southern,Semi Urban,SME,Employed,205851,Secondary,13,1382661,696,954025,5,Yes,8,2,7.0,Good,Yes
16,Male,Blantyre,Southern,Urban,Corporate,Employed,1648369,Tertiary,17,2817149,608,982301,6,Yes,20,5,4.7,Good,Yes
85,Female,Mchinji,Central,Urban,Corporate,Not Employed,40373,Secondary,10,2967378,727,225643,1,Yes,20,7,4.1,Good,Yes
49,Female,Phalombe,Southern,Semi Urban,SME,Self Employed,127517,Primary,8,1478988,771,641127,6,Yes,7,5,14.4,Poor,Yes
80,Female,Lilongwe,Central,Semi Urban,SME,Self Employed,718882,Secondary,9,1280081,808,681005,4,Yes,12,5,11.8,Fair,Yes
37,Female,Kasungu,Central,Semi Urban,SME,Self Employed,282471,Primary,6,1627583,743,1688319,7,Yes,12,5,14.4,Good,No
96,Male,Balaka,Southern,Semi Urban,Corporate,Self Employed,1369627,Tertiary,22,3433757,776,1133792,2,No,15,4,8.2,Good,Yes
86,Female,Phalombe,Southern,Semi Urban,Corporate,Employed,848032,Tertiary,27,2134535,567,2033298,2,Yes,11,3,6.6,Fair,Yes
82,Female,Blantyre,Southern,Semi Urban,Corporate,Employed,810249,Secondary,8,3369309,548,1466757,2,Yes,8,4,11.6,Fair,Yes
95,Female,Nkhata Bay,Northern,Urban,Corporate,Employed,466587,Secondary,11,2846478,336,1045099,2,Yes,20,1,2.8,Good,Yes
72,Male,Rumphi,Northern,Urban,Corporate,Self Employed,74350,Primary,27,3794664,743,716968,6,Yes,17,6,3.2,Poor,Yes
52,Male,Zomba,Southern,Semi Urban,Corporate,Not Employed,69909,Secondary,21,2765738,638,611946,2,Yes,10,9,7.5,Poor,No
